source,target,type
39195,1709655271,undirected
39195,-1749365125,undirected
39195,1979609747,undirected
15809,1979609747,undirected
15809,1352416850,undirected
15809,1383645770,undirected
36949,301151249,undirected
36949,-724946153,undirected
36949,-996939427,undirected
56768,605121934,undirected
56768,-1050111226,undirected
56768,795171911,undirected
9863,-503190453,undirected
9863,-1132239597,undirected
9863,434453139,undirected
9863,-1837187259,undirected
1473,-938010818,undirected
1473,617611648,undirected
416,-1414738672,undirected
416,238304903,undirected
416,1510102031,undirected
21557,-2147057289,undirected
21557,244096706,undirected
55911,966601512,undirected
34572,1719465729,undirected
34572,-65034611,undirected
34572,-1763614796,undirected
34572,-867359006,undirected
34572,-830700885,undirected
47917,-80429215,undirected
47917,-1081270674,undirected
47917,453981100,undirected
47917,1880558532,undirected
38668,1232035219,undirected
38668,1393296496,undirected
38668,-210907578,undirected
38668,1996070922,undirected
38668,-1277916651,undirected
38668,1970240156,undirected
38668,-1563969087,undirected
38668,-546626413,undirected
40716,1735354274,undirected
40716,-1607117304,undirected
34440,-1635636539,undirected
34440,-45397545,undirected
34440,-1235328453,undirected
34440,1004488410,undirected
34440,647042807,undirected
34440,1996009858,undirected
27833,1988301924,undirected
27833,314006290,undirected
27833,1004488410,undirected
27833,-1607117304,undirected
27833,75717441,undirected
27833,-640353766,undirected
27833,1668641251,undirected
56175,-1715777038,undirected
56175,394478779,undirected
56175,1924976896,undirected
20,874989461,undirected
20,810261924,undirected
20,-10559693,undirected
20,2037256733,undirected
20,-374991200,undirected
9996,1359964330,undirected
9996,68939627,undirected
9996,-553753519,undirected
9996,1593785585,undirected
9996,1283636235,undirected
813,2121839670,undirected
813,-1058162468,undirected
813,238181868,undirected
813,238181868,undirected
813,2127259254,undirected
39196,626697398,undirected
39196,131305960,undirected
39196,-1504550927,undirected
3786,857020055,undirected
3786,-43664692,undirected
3786,-2145084025,undirected
3786,841150063,undirected
3588,-389036098,undirected
3588,401286265,undirected
3588,314006290,undirected
3588,-73746960,undirected
3588,-667821544,undirected
3588,-1235328453,undirected
3588,34953465,undirected
39792,1023439021,undirected
39792,806766546,undirected
39792,-1086955620,undirected
54789,70287441,undirected
4447,2019846826,undirected
4447,386289534,undirected
4447,1963706696,undirected
4447,617611648,undirected
4447,343658600,undirected
52741,-911763424,undirected
52741,-42233775,undirected
1210,1734787910,undirected
1210,-1229534417,undirected
1210,1529982402,undirected
153,290389829,undirected
153,1127903270,undirected
28891,131305960,undirected
28891,-1991091409,undirected
9204,1963706696,undirected
9204,-1805017747,undirected
9204,343486979,undirected
7222,18661426,undirected
7222,-618724908,undirected
7222,-911763424,undirected
34375,1856824680,undirected
34375,-640353766,undirected
34375,1036874730,undirected
21,67722,undirected
21,-1710695926,undirected
21,-485832651,undirected
21,1430218253,undirected
21,1141801424,undirected
21,708072239,undirected
21,791374565,undirected
21,2121839670,undirected
21,238304903,undirected
21,343658600,undirected
21,-1911929019,undirected
21,947902493,undirected
21,-255676712,undirected
21,982371202,undirected
21,784234381,undirected
21,-973713340,undirected
21,605788368,undirected
21,1885039534,undirected
21,1885039534,undirected
21,-938010818,undirected
21,1963706696,undirected
6033,2121839670,undirected
6033,-1058162468,undirected
6033,238181868,undirected
6033,238181868,undirected
6033,2127259254,undirected
28957,-352332651,undirected
11979,394478779,undirected
11979,-56899984,undirected
11979,1924976896,undirected
30279,1136274292,undirected
30279,1607123570,undirected
30279,-379288215,undirected
30279,-839212374,undirected
36885,-996939427,undirected
36885,-1509776773,undirected
36885,-1513803756,undirected
36885,1702257547,undirected
28297,174304068,undirected
28297,-1955524381,undirected
28297,-867359006,undirected
28297,1672834226,undirected
28297,640546987,undirected
42897,-754135827,undirected
42897,-73746960,undirected
54856,-754135827,undirected
54856,-73746960,undirected
43691,1856824680,undirected
43691,1709655271,undirected
52742,131305960,undirected
52742,-1991091409,undirected
52742,-2117075954,undirected
52742,-911763424,undirected
52742,2130871108,undirected
54790,1634260262,undirected
54790,-817925082,undirected
54790,1167734068,undirected
31733,178045728,undirected
31733,-1430841717,undirected
31733,-1982418710,undirected
31733,647042807,undirected
31733,1996009858,undirected
31733,301151249,undirected
31733,604202656,undirected
31733,2061808991,undirected
31733,237323193,undirected
54724,358419852,undirected
54724,-911763424,undirected
1211,1419406276,undirected
1211,257790344,undirected
1211,-1442401654,undirected
154,-1948350991,undirected
154,1429241679,undirected
154,-1318608579,undirected
154,386289534,undirected
154,125275788,undirected
154,857020055,undirected
154,679688276,undirected
154,811681975,undirected
17265,1924976896,undirected
17265,-710921092,undirected
17265,-1553252409,undirected
34376,-640353766,undirected
34376,1036874730,undirected
48580,-1991091409,undirected
48580,149067411,undirected
48580,1110055572,undirected
22,604202656,undirected
22,-350608770,undirected
22,-179971860,undirected
22,-1956333993,undirected
22,631607143,undirected
22,-867959352,undirected
22,1532267122,undirected
22,156851121,undirected
22,1382787770,undirected
2004,722197728,undirected
30015,-1509776773,undirected
30015,822574794,undirected
30015,-754135827,undirected
30015,1792451560,undirected
30015,1955848365,undirected
30015,626697398,undirected
39198,-300504915,undirected
39198,-1563969087,undirected
39198,-867359006,undirected
39198,-25089305,undirected
39198,1092952711,undirected
39198,-817925082,undirected
39198,1482206316,undirected
39198,-211339468,undirected
39198,1218405200,undirected
39198,-73746960,undirected
20899,471922383,undirected
20899,1419406276,undirected
20899,1596173572,undirected
20899,1988301924,undirected
20899,-1179273969,undirected
20899,-1239479883,undirected
30346,-1607117304,undirected
30346,-1430841717,undirected
51552,-1991091409,undirected
51552,1792451560,undirected
353,-682245681,undirected
353,-1978123332,undirected
353,1074344180,undirected
353,1143648547,undirected
353,1885039534,undirected
353,158076574,undirected
353,1630520817,undirected
54791,-327162381,undirected
54791,1672484256,undirected
54791,1955848365,undirected
54791,513354548,undirected
38671,-437332008,undirected
38671,-448409145,undirected
38671,159268026,undirected
38671,-56899984,undirected
38671,1719465729,undirected
38671,800393984,undirected
38671,784234381,undirected
38671,553336745,undirected
20371,616478732,undirected
20371,-210907578,undirected
12113,861716974,undirected
12113,-45397545,undirected
12113,-1654332275,undirected
12113,1158262485,undirected
9074,-1607117304,undirected
9074,800393984,undirected
53998,-10559693,undirected
53998,-1214937427,undirected
54857,1735354274,undirected
54857,-437332008,undirected
48316,1134091807,undirected
36094,-300504915,undirected
36094,-338092596,undirected
36028,-1440606252,undirected
36028,1936341820,undirected
36028,-1749365125,undirected
11981,394478779,undirected
11981,-56899984,undirected
11981,1924976896,undirected
11981,-515277882,undirected
11981,-2002774756,undirected
11981,571230054,undirected
11981,-890796360,undirected
552,791374565,undirected
552,2021238170,undirected
552,2037256733,undirected
552,541279599,undirected
552,1699206155,undirected
552,-822498610,undirected
552,790354704,undirected
552,-863739911,undirected
552,1752353839,undirected
552,-2083730646,undirected
552,-1962801701,undirected
552,-812309365,undirected
552,-2061848918,undirected
552,-45397545,undirected
552,1431441518,undirected
552,995393773,undirected
486,410477637,undirected
486,-2083730646,undirected
16870,874989461,undirected
16870,-83108849,undirected
16870,426594028,undirected
16870,1004488410,undirected
16870,1836996181,undirected
16870,2037256733,undirected
2402,1981342894,undirected
2402,-1968383504,undirected
2402,975710792,undirected
15417,-469146262,undirected
15417,434453139,undirected
15417,1529982402,undirected
15417,-1179273969,undirected
1279,238181868,undirected
1279,1051942534,undirected
1279,1945088420,undirected
1279,-1066004299,undirected
1279,722197728,undirected
1279,133345252,undirected
1279,1988550166,undirected
38474,-1377275154,undirected
38474,1856824680,undirected
38474,-1779583683,undirected
38474,1735354274,undirected
38474,1505232370,undirected
24,-867959352,undirected
24,1328797761,undirected
24,-1579309934,undirected
24,-18662781,undirected
24,1417784817,undirected
24,-492332476,undirected
24,1996009858,undirected
11123,-911763424,undirected
11123,-1545153521,undirected
11123,2035855208,undirected
11123,-1948350991,undirected
11123,-1437694988,undirected
11123,-710921092,undirected
38408,70287441,undirected
40456,-1292607799,undirected
40456,-996939427,undirected
40456,1110055572,undirected
40456,430506558,undirected
40456,1836996181,undirected
40456,-1314836734,undirected
31933,1979609747,undirected
31933,-1707785373,undirected
31933,-2117075954,undirected
31933,-1050111226,undirected
31933,-45397545,undirected
31933,1988301924,undirected
31933,1232035219,undirected
31933,-420433594,undirected
47194,1110055572,undirected
47194,272014323,undirected
24997,1985733302,undirected
24997,1697893647,undirected
24997,828058068,undirected
24997,-254875577,undirected
24997,292514729,undirected
24997,2487634,undirected
24997,1036874730,undirected
24997,-1174471784,undirected
24997,953449955,undirected
52215,-911763424,undirected
52215,1896153442,undirected
52215,-179971860,undirected
52215,-1948350991,undirected
52215,800393984,undirected
33255,1836996181,undirected
33255,-867359006,undirected
33255,-1563969087,undirected
33255,1988301924,undirected
33255,-1607117304,undirected
33255,-641716946,undirected
33255,-754135827,undirected
33255,-1509776773,undirected
40059,-1440606252,undirected
40059,1936341820,undirected
40059,-1749365125,undirected
31339,1429241679,undirected
31339,1945088420,undirected
31339,-911763424,undirected
52347,1955848365,undirected
40852,-966533969,undirected
40852,767324304,undirected
40852,-437332008,undirected
40852,-1851760117,undirected
40852,-300579669,undirected
40852,-1271727079,undirected
5310,18661426,undirected
5310,-618724908,undirected
5310,-911763424,undirected
223,1218537767,undirected
223,2121839670,undirected
223,1860733540,undirected
223,-106246846,undirected
223,238181868,undirected
223,-1352843682,undirected
223,616478732,undirected
54595,1134091807,undirected
54595,1004488410,undirected
12445,2098902100,undirected
12445,-515277882,undirected
12445,-1456025876,undirected
12445,529263227,undirected
38475,-1377275154,undirected
38475,1856824680,undirected
38475,-1779583683,undirected
38475,1735354274,undirected
38475,1505232370,undirected
12115,861716974,undirected
12115,-45397545,undirected
12115,2029051715,undirected
12115,-1654332275,undirected
38145,-85551001,undirected
38145,822574794,undirected
50631,1800568137,undirected
50631,1719465729,undirected
48583,-1155129170,undirected
48583,98075180,undirected
48583,-2117075954,undirected
26055,471922383,undirected
26055,290389829,undirected
26055,529263227,undirected
26055,1419406276,undirected
26055,1596173572,undirected
26055,1988301924,undirected
26055,-1179273969,undirected
26055,-1239479883,undirected
26055,1982855072,undirected
33190,1504511780,undirected
33190,1988301924,undirected
40853,1800701463,undirected
40853,-1604942306,undirected
40853,906426204,undirected
40787,941267310,undirected
40787,-646245319,undirected
30415,-73746960,undirected
30415,-328382182,undirected
30415,-867359006,undirected
30415,75717441,undirected
30415,180405641,undirected
1281,-1248140733,undirected
1281,203345567,undirected
1281,1052210324,undirected
1281,1515320070,undirected
1281,1250772853,undirected
1281,33397831,undirected
39533,174304068,undirected
39533,1668091501,undirected
39533,1672484256,undirected
39533,-65010955,undirected
39533,1955848365,undirected
26,-1045686172,undirected
26,178045728,undirected
19647,1232035219,undirected
19647,-2076890171,undirected
19647,314006290,undirected
19647,-1813094656,undirected
19647,837141235,undirected
19647,-1956333993,undirected
19647,-2072868830,undirected
19647,-553753519,undirected
36296,-1973159919,undirected
36296,-1359370708,undirected
29755,131305960,undirected
29755,-1991091409,undirected
36098,1924259853,undirected
36098,2383917,undirected
29095,507751009,undirected
29095,-45397545,undirected
29095,-2049837345,undirected
29095,403723175,undirected
29095,-890796360,undirected
29095,-2008115333,undirected
29095,647905535,undirected
49310,-1563969087,undirected
49310,-715534560,undirected
49310,1668641251,undirected
49310,1955848365,undirected
49310,-2113606724,undirected
2471,1609747226,undirected
2471,607955012,undirected
2471,-727352990,undirected
2471,1503915168,undirected
2471,516625511,undirected
2471,2039983334,undirected
2273,855191184,undirected
2273,1211172345,undirected
2273,1672833434,undirected
2273,-89704457,undirected
2273,-883163738,undirected
2273,125275788,undirected
39534,-43664692,undirected
39534,1532605082,undirected
39534,430506558,undirected
48585,1719465729,undirected
48585,-867359006,undirected
40591,369471873,undirected
40591,1393296496,undirected
40591,-385711991,undirected
40591,1800568137,undirected
40591,-1271727079,undirected
93,-972670305,undirected
93,1087694436,undirected
93,-1187308571,undirected
93,-1070400430,undirected
5114,-469146262,undirected
5114,811681975,undirected
53540,386289534,undirected
53540,1963706696,undirected
53540,857020055,undirected
18195,-275573074,undirected
18195,-1556905858,undirected
18195,-1579309934,undirected
18195,507751009,undirected
18195,125275788,undirected
39468,806766546,undirected
39468,1218355603,undirected
1943,857020055,undirected
1943,-1414738672,undirected
1943,857020055,undirected
1943,616478732,undirected
20507,1944151445,undirected
20507,-1607117304,undirected
20507,-2117075954,undirected
38081,397539484,undirected
38081,-167127464,undirected
38081,-1395879082,undirected
38081,1218355603,undirected
38081,-1509776773,undirected
12117,386289534,undirected
12117,857020055,undirected
12117,1232035219,undirected
12117,343658600,undirected
12117,-553753519,undirected
12117,1885039534,undirected
12117,-572912920,undirected
38080,1536948993,undirected
38080,605121934,undirected
38080,1955848365,undirected
38080,-546626413,undirected
38080,-863569008,undirected
38080,-727277517,undirected
38080,-1271727079,undirected
38080,-2076890171,undirected
28171,1404135962,undirected
28171,-724946153,undirected
28171,-996939427,undirected
48849,-240687688,undirected
48849,-56899984,undirected
48849,1074491372,undirected
48849,1702257547,undirected
41780,887923046,undirected
41780,347726413,undirected
41780,-216125258,undirected
41780,-1287481046,undirected
41780,-1993972219,undirected
19319,-1286894040,undirected
19319,-2072868830,undirected
30484,-600542303,undirected
30484,-388389166,undirected
30484,-1797354504,undirected
30484,-1816357557,undirected
30484,314006290,undirected
30484,-640353766,undirected
39535,-1525977001,undirected
39535,434453139,undirected
39535,389328304,undirected
39535,369471873,undirected
39535,-1509776773,undirected
49709,1942507449,undirected
2076,910723543,undirected
2076,1730927267,undirected
2076,-1562116510,undirected
28,401286265,undirected
28,-1891176591,undirected
28,98075180,undirected
28,-2125798351,undirected
28,-691178780,undirected
28,290389829,undirected
28,-1502324070,undirected
28,-1398201944,undirected
23283,605121934,undirected
23283,-1991091409,undirected
23283,608463582,undirected
23283,409474874,undirected
27775,-2054112488,undirected
27775,1702930062,undirected
11061,640546987,undirected
11061,1668641251,undirected
11061,837141235,undirected
11061,-1314836734,undirected
51096,1532605082,undirected
49114,-1991091409,undirected
49114,1110055572,undirected
32995,75717441,undirected
32995,379223387,undirected
32995,-73746960,undirected
32995,-328382182,undirected
2605,571230054,undirected
2605,-1607117304,undirected
1482,-45397545,undirected
1482,-448409145,undirected
1482,178045728,undirected
1482,-685928185,undirected
41781,887923046,undirected
41781,347726413,undirected
41781,-216125258,undirected
41781,-1287481046,undirected
41781,-1993972219,undirected
95,811681975,undirected
95,1228149894,undirected
95,-57883832,undirected
95,1228149894,undirected
17074,-1607117304,undirected
17074,1924976896,undirected
17074,-1579309934,undirected
17074,1562670976,undirected
17074,800393984,undirected
17074,-640353766,undirected
17074,394478779,undirected
3002,644770853,undirected
53410,-1377275154,undirected
53410,1856824680,undirected
53410,-1779583683,undirected
53410,1735354274,undirected
53410,1505232370,undirected
53410,-817925082,undirected
49776,-1563969087,undirected
49776,-1532522512,undirected
3927,616478732,undirected
3927,-1607117304,undirected
3927,-503190453,undirected
3927,-1180212726,undirected
3927,314006290,undirected
3927,1034912887,undirected
3927,1562670976,undirected
35110,131305960,undirected
35110,-503190453,undirected
35110,-1991091409,undirected
35110,-2076890171,undirected
28701,379223387,undirected
28701,-10559693,undirected
28701,-485832651,undirected
28701,1213109563,undirected
28701,-2020601206,undirected
35968,434453139,undirected
35968,1668641251,undirected
35968,-1721565692,undirected
35968,1556800485,undirected
35968,806766546,undirected
558,426594028,undirected
558,722197728,undirected
558,-1214937427,undirected
50172,-1414738672,undirected
50172,-309420403,undirected
50172,1665861808,undirected
50172,-45397545,undirected
32005,-115866670,undirected
32005,386289534,undirected
32005,857020055,undirected
41782,2032590231,undirected
41782,1007522962,undirected
41782,2040804,undirected
41782,-143468227,undirected
41782,190968191,undirected
36563,-1563969087,undirected
10534,1800701463,undirected
10534,1430218253,undirected
10534,-388389166,undirected
10534,-270638701,undirected
10534,-1604942306,undirected
10534,401286265,undirected
10534,1668641251,undirected
30,857020055,undirected
30,-43664692,undirected
30,237323193,undirected
30,841150063,undirected
53411,75717441,undirected
53411,-73746960,undirected
53411,-715534560,undirected
53411,1092952711,undirected
4985,-600542303,undirected
4985,-83108849,undirected
889,605788368,undirected
889,-503331395,undirected
889,-2076890171,undirected
889,-876829989,undirected
35111,131305960,undirected
35111,-1991091409,undirected
55855,1988301924,undirected
55855,800393984,undirected
31741,434453139,undirected
31741,837141235,undirected
31741,-45397545,undirected
31741,1988301924,undirected
31741,-1464254986,undirected
38084,-90235210,undirected
38084,-867359006,undirected
38084,-388389166,undirected
38084,-2020601206,undirected
38084,1735354274,undirected
38084,-45397545,undirected
427,290389829,undirected
427,647042807,undirected
427,1349473534,undirected
35507,1532605082,undirected
35507,430506558,undirected
97,-485832651,undirected
97,-409371691,undirected
97,394478779,undirected
97,-1335600080,undirected
24277,966667162,undirected
24277,1982855072,undirected
24277,-1183682921,undirected
24277,426594028,undirected
24277,-897825408,undirected
24277,70287441,undirected
24277,1936341820,undirected
40397,-996939427,undirected
40397,1482206316,undirected
1088,1815806500,undirected
1088,-239198089,undirected
1088,-855045006,undirected
31478,314006290,undirected
31478,-73528935,undirected
31478,2383917,undirected
10271,644770853,undirected
890,1017897684,undirected
890,-397737505,undirected
4722,314006290,undirected
4722,1097322811,undirected
4722,98075180,undirected
4722,-1948350991,undirected
9941,-1214937427,undirected
9941,-259760041,undirected
9941,605788368,undirected
9941,806766546,undirected
35838,1482206316,undirected
35838,828058068,undirected
1485,937556008,undirected
1485,791374565,undirected
1485,1963706696,undirected
10800,851137066,undirected
10800,314006290,undirected
10800,165866907,undirected
10800,-1563969087,undirected
10800,1672834226,undirected
32998,2035855208,undirected
32998,-1504550927,undirected
32998,174304068,undirected
164,-293859317,undirected
164,1873919763,undirected
38481,-1982418710,undirected
38481,1016055127,undirected
38481,-1400723854,undirected
38481,-26668036,undirected
38481,-1377275154,undirected
34451,784234381,undirected
34451,-553753519,undirected
34451,1529982402,undirected
21899,406278940,undirected
21899,784234381,undirected
21899,-1429757607,undirected
21899,-469146262,undirected
21899,434453139,undirected
21899,1529982402,undirected
1089,1815806500,undirected
1089,-239198089,undirected
1089,-855045006,undirected
32,857020055,undirected
32,-43664692,undirected
32,237323193,undirected
32,841150063,undirected
41389,-546626413,undirected
41389,430506558,undirected
15227,-1563969087,undirected
15227,1174761181,undirected
957,2019846826,undirected
957,-397737505,undirected
957,-1050111226,undirected
957,-388389166,undirected
957,238304903,undirected
957,125275788,undirected
759,-1337340880,undirected
759,745786394,undirected
759,255505235,undirected
4789,377154732,undirected
4789,-704034001,undirected
4789,684594450,undirected
4789,-1129514379,undirected
4789,-1914139499,undirected
37029,-1183682921,undirected
55791,640546987,undirected
55791,-889975160,undirected
55791,-1525977001,undirected
55791,-715534560,undirected
627,722197728,undirected
627,-469146262,undirected
627,1864042393,undirected
627,-1535133200,undirected
35839,-640353766,undirected
35839,1218355603,undirected
35839,-25089305,undirected
35839,1482206316,undirected
32867,314006290,undirected
32867,-73528935,undirected
32867,2383917,undirected
1486,-1311814641,undirected
1486,-1741036810,undirected
1486,1092945023,undirected
1486,1600777524,undirected
1486,-1463509083,undirected
49052,-305431074,undirected
49052,-1749365125,undirected
49052,1035862296,undirected
8687,1800701463,undirected
8687,1430218253,undirected
8687,-388389166,undirected
8687,-270638701,undirected
8687,-1604942306,undirected
8687,-102405320,undirected
8687,-754135827,undirected
8687,-1888066706,undirected
56980,-309420403,undirected
56980,806766546,undirected
38680,-715534560,undirected
38680,1955848365,undirected
38680,-2113606724,undirected
38680,-867359006,undirected
37491,-469146262,undirected
37491,434453139,undirected
37491,1529982402,undirected
31149,800393984,undirected
31149,-43664692,undirected
31149,966667162,undirected
31149,1087694436,undirected
31149,-554230866,undirected
31149,-1070400430,undirected
31149,125275788,undirected
31149,-876829989,undirected
31149,-492332476,undirected
31149,-1070400430,undirected
33,841150063,undirected
33,-1050111226,undirected
33,386289534,undirected
33,-275573074,undirected
33,482736346,undirected
33,-175142851,undirected
6045,-2076890171,undirected
6045,-531467188,undirected
6045,-492332476,undirected
6045,-911763424,undirected
6045,1668641251,undirected
6045,-2032752875,undirected
35180,-1884713945,undirected
35180,-640353766,undirected
35180,-1509776773,undirected
35180,-966533969,undirected
42249,1243159369,undirected
42249,180405641,undirected
42249,1218405200,undirected
42249,379243378,undirected
12189,1882535781,undirected
12189,1529982402,undirected
12189,-1509776773,undirected
12189,-911763424,undirected
22297,379223387,undirected
22297,-10559693,undirected
22297,-485832651,undirected
22297,1213109563,undirected
22297,-2020601206,undirected
40729,-1563969087,undirected
29829,-2002774756,undirected
29829,1218355603,undirected
29829,217275508,undirected
29829,-1871452346,undirected
30952,314006290,undirected
30952,1988301924,undirected
232,-1906181481,undirected
232,1127903270,undirected
232,1532267122,undirected
232,-87714790,undirected
232,722197728,undirected
36369,-308059763,undirected
36369,314006290,undirected
36369,-448409145,undirected
11001,-710921092,undirected
11001,98075180,undirected
42250,314006290,undirected
42250,-73528935,undirected
43439,-2147323615,undirected
43439,430506558,undirected
1818,2019846826,undirected
1818,958686228,undirected
56784,-10559693,undirected
56784,-1214937427,undirected
38088,791374565,undirected
38088,2021238170,undirected
38088,2037256733,undirected
38088,-1563969087,undirected
38088,806766546,undirected
38088,1740424855,undirected
38088,-869770287,undirected
38088,790354704,undirected
38088,-863739911,undirected
38088,1752353839,undirected
38088,372973607,undirected
38088,-1962801701,undirected
38088,-546626413,undirected
38088,1036874730,undirected
38088,-45397545,undirected
38088,1110055572,undirected
38088,159268026,undirected
23289,1979609747,undirected
23289,810388240,undirected
23289,-1545153521,undirected
23289,-911763424,undirected
23289,-1499461820,undirected
23289,1668641251,undirected
23289,626697398,undirected
39938,-1935971777,undirected
39938,341606581,undirected
39938,-1476449688,undirected
431,602391774,undirected
431,1440664520,undirected
31812,1988301924,undirected
31812,800393984,undirected
8425,-56899984,undirected
8425,174304068,undirected
6377,571230054,undirected
6377,-1607117304,undirected
29830,-2002774756,undirected
29830,1218355603,undirected
29830,217275508,undirected
29830,-1871452346,undirected
32869,379223387,undirected
32869,1979609747,undirected
32869,822574794,undirected
32935,131305960,undirected
32935,-1991091409,undirected
40664,-691292786,undirected
40664,1750177801,undirected
40664,1007522962,undirected
40664,1574811297,undirected
40664,-1116427992,undirected
40664,1036874730,undirected
40664,-216125258,undirected
40664,1393288275,undirected
40664,-659402642,undirected
52093,-307093248,undirected
52093,-1352480621,undirected
52093,-996939427,undirected
52093,-817925082,undirected
52093,-1563969087,undirected
52093,1150874069,undirected
41457,453981100,undirected
41457,1532605082,undirected
41457,-2113606724,undirected
1092,201482628,undirected
1092,616478732,undirected
36370,-308059763,undirected
36370,314006290,undirected
36370,-1731889107,undirected
36370,-448409145,undirected
39014,-1456025876,undirected
39014,1882535781,undirected
39014,1596173572,undirected
39014,1383645770,undirected
39014,180405641,undirected
39014,-2129712745,undirected
6774,811681975,undirected
6774,-1942742686,undirected
3603,125275788,undirected
3603,-1948350991,undirected
3603,-553753519,undirected
35843,-469146262,undirected
35843,434453139,undirected
35843,1529982402,undirected
49320,616478732,undirected
49320,1963706696,undirected
49320,386289534,undirected
49320,1232035219,undirected
25537,-10559693,undirected
25537,1185739129,undirected
25537,1213109563,undirected
25537,-2020601206,undirected
56785,386289534,undirected
56785,2127259254,undirected
56785,1963706696,undirected
56785,343658600,undirected
11597,-515277882,undirected
11597,-1607117304,undirected
11597,1218355603,undirected
11597,800393984,undirected
29831,-2002774756,undirected
29831,1218355603,undirected
29831,217275508,undirected
29831,-1871452346,undirected
57181,430506558,undirected
57181,1532605082,undirected
57181,1792451560,undirected
2150,1073282918,undirected
2150,-1990498556,undirected
2150,1988550166,undirected
2150,235273499,undirected
2150,-1414738672,undirected
2150,386289534,undirected
2150,-1248140733,undirected
2150,290389829,undirected
6114,811681975,undirected
6114,-1237093577,undirected
6114,1092234422,undirected
6114,837141235,undirected
6114,-553753519,undirected
6114,-786781853,undirected
6114,-1685156336,undirected
36371,-308059763,undirected
36371,314006290,undirected
36371,-1731889107,undirected
36371,-448409145,undirected
10408,-73746960,undirected
10408,-726183131,undirected
49782,-2147323615,undirected
49782,430506558,undirected
49387,-211339468,undirected
49387,-73528935,undirected
49387,1218405200,undirected
3604,2039850839,undirected
3604,-890796360,undirected
3604,2092907367,undirected
3604,-2002774756,undirected
39940,301151249,undirected
39940,-724946153,undirected
39940,-996939427,undirected
38883,131305960,undirected
38883,-1991091409,undirected
20583,131305960,undirected
20583,-1991091409,undirected
32673,-328382182,undirected
32673,-911763424,undirected
32673,1970240156,undirected
39741,-56899984,undirected
39741,-1155129170,undirected
39741,-1185647369,undirected
54870,-1991091409,undirected
54870,851137066,undirected
36702,-1155129170,undirected
36702,98075180,undirected
36702,-2117075954,undirected
53747,-561979109,undirected
53747,361736024,undirected
53747,-1543332276,undirected
235,1172452101,undirected
235,-183541211,undirected
235,386289534,undirected
235,1963706696,undirected
235,857020055,undirected
235,1232035219,undirected
235,343658600,undirected
235,-553753519,undirected
235,617611648,undirected
235,1885039534,undirected
235,-883163738,undirected
235,-572912920,undirected
32871,-1607117304,undirected
32937,-2054112488,undirected
32937,-1509776773,undirected
32937,1735354274,undirected
32937,-897825408,undirected
962,1349473534,undirected
962,604202656,undirected
962,647042807,undirected
962,33397831,undirected
962,394478779,undirected
962,2145136727,undirected
962,1795398863,undirected
1887,1924976896,undirected
1887,-1017882981,undirected
1887,-267381020,undirected
1887,-618724908,undirected
14175,203345567,undirected
14175,1016055127,undirected
14175,1016055127,undirected
14175,-1377275154,undirected
14175,-389036098,undirected
11665,810261924,undirected
11665,-685928185,undirected
11665,-1607117304,undirected
11665,1982855072,undirected
24415,1979609747,undirected
24415,822574794,undirected
9617,1383645770,undirected
9617,-1377275154,undirected
9617,-1185647369,undirected
9617,-1871452346,undirected
9617,1882535781,undirected
1491,238181868,undirected
1491,-1813860998,undirected
1425,695893647,undirected
1425,-317458557,undirected
1425,1700759256,undirected
1425,141053390,undirected
1425,-1334394271,undirected
39808,-1288119229,undirected
39808,-2002774756,undirected
39808,-726183131,undirected
39808,1386505028,undirected
23623,-1288119229,undirected
23623,-2002774756,undirected
23623,-726183131,undirected
23623,1386505028,undirected
302,516625511,undirected
302,799750477,undirected
1293,301268560,undirected
1293,617611648,undirected
1293,-1297696092,undirected
1293,-1058162468,undirected
42847,-1575396377,undirected
42847,-1129033576,undirected
42847,-1889305852,undirected
42847,-402688508,undirected
170,-868552550,undirected
170,-43664692,undirected
170,1382787770,undirected
170,-386286857,undirected
170,125275788,undirected
170,2016856706,undirected
38619,-754135827,undirected
38619,-1377275154,undirected
38619,-627194634,undirected
37430,-1848930808,undirected
50709,2046771363,undirected
50709,1958179729,undirected
52955,-1036783772,undirected
52955,-222259198,undirected
52955,605121934,undirected
49784,626697398,undirected
49784,131305960,undirected
49784,-1504550927,undirected
53287,-1213130797,undirected
53287,84841313,undirected
53287,-1011544967,undirected
53287,85783328,undirected
53287,987093336,undirected
53287,1203767991,undirected
53287,1569085963,undirected
53287,-1328824829,undirected
53287,73435676,undirected
53287,-1531718043,undirected
53287,-471828723,undirected
50380,-125290934,undirected
50380,1685109240,undirected
50380,1382787770,undirected
30230,-867359006,undirected
30230,1110055572,undirected
30230,-45397545,undirected
30230,1352416850,undirected
10080,1016055127,undirected
10080,-1292607799,undirected
23293,-317458557,undirected
23293,-1770958415,undirected
23293,605566036,undirected
57647,1277959065,undirected
57647,-1582129998,undirected
58572,1955848365,undirected
49785,-1579309934,undirected
49785,-2142091587,undirected
49785,-911763424,undirected
49785,-469146262,undirected
49785,-267381020,undirected
49785,1882535781,undirected
49785,647042807,undirected
237,-667821544,undirected
237,837141235,undirected
237,-2032752875,undirected
237,-1092098919,undirected
5258,1232035219,undirected
5258,-2076890171,undirected
5258,1162443810,undirected
5258,837141235,undirected
5258,-1956333993,undirected
5258,-553753519,undirected
48926,1800568137,undirected
